param soc_lower_bound := 0.8;
param nLayers := 12;
param weight :=
 1 source 4177 0
 1 source 4178 0
 1 source 4179 0
 1 source 4180 0
 1 source 4181 0
 1 source 4182 0
 1 source 4183 0
 1 source 4184 0
 1 source 4185 0
 1 source 4186 0
 1 source 4187 0
 1 source 4188 0
 1 1 destination 0 
 1 2 destination 0 
 1 3 destination 0 
 1 4 destination 0 
 1 5 destination 0 
 1 6 destination 0 
 1 7 destination 0 
 1 8 destination 0 
 1 9 destination 0 
 1 10 destination 0 
 1 11 destination 0 
 1 12 destination 0 
 1 4177 6925 1
 1 4177 6926 0
 1 6925 2233 1
 1 6925 2234 0
 1 6926 2233 1
 1 6926 2235 0
 1 6927 2233 1
 1 6927 2236 0
 1 6928 2233 1
 1 6928 2237 0
 1 6929 2233 1
 1 6929 2238 0
 1 6930 2233 1
 1 6930 2239 0
 1 6931 2233 1
 1 6931 2240 0
 1 6932 2233 1
 1 6932 2241 0
 1 6933 2234 1
 1 6933 2242 0
 1 6934 2235 1
 1 6934 2243 0
 1 6935 2236 1
 1 6935 2244 0
 1 6936 destination 0
 1 2233 3925 1
 1 2233 3926 0
 1 2234 3925 1
 1 2234 3927 0
 1 2235 3925 1
 1 2235 3928 0
 1 2236 3925 1
 1 2236 3929 0
 1 2237 3925 1
 1 2237 3930 0
 1 2238 3925 1
 1 2238 3931 0
 1 2239 3925 1
 1 2239 3932 0
 1 2240 3925 1
 1 2240 3933 0
 1 2241 3926 1
 1 2241 3934 0
 1 2242 3927 1
 1 2242 3935 0
 1 2243 3928 1
 1 2243 3936 0
 1 2244 destination 0
 1 3925 7669 1
 1 3925 7670 0
 1 3926 7669 1
 1 3926 7671 0
 1 3927 7669 1
 1 3927 7672 0
 1 3928 7669 1
 1 3928 7673 0
 1 3929 7669 1
 1 3929 7674 0
 1 3930 7669 1
 1 3930 7675 0
 1 3931 7669 1
 1 3931 7676 0
 1 3932 7669 1
 1 3932 7677 0
 1 3933 7670 1
 1 3933 7678 0
 1 3934 7671 1
 1 3934 7679 0
 1 3935 7672 1
 1 3935 7680 0
 1 3936 destination 0
 1 7669 1393 1
 1 7669 1394 0
 1 7670 1393 1
 1 7670 1395 0
 1 7671 1393 1
 1 7671 1396 0
 1 7672 1393 1
 1 7672 1397 0
 1 7673 1393 1
 1 7673 1398 0
 1 7674 1393 1
 1 7674 1399 0
 1 7675 1393 1
 1 7675 1400 0
 1 7676 1393 1
 1 7676 1401 0
 1 7677 1393 1
 1 7677 1402 0
 1 7678 1394 1
 1 7678 1403 0
 1 7679 1395 1
 1 7679 1404 0
 1 7680 destination 0
 1 1393 9049 1
 1 1393 9052 0
 1 1394 9049 1
 1 1394 9053 0
 1 1395 9049 1
 1 1395 9054 0
 1 1396 9049 1
 1 1396 9055 0
 1 1397 9049 1
 1 1397 9056 0
 1 1398 9049 1
 1 1398 9057 0
 1 1399 9049 1
 1 1399 9058 0
 1 1400 9049 1
 1 1400 9059 0
 1 1401 9049 1
 1 1401 9060 0
 1 1402 9049 1
 1 1402 9060 0
 1 1403 9049 1
 1 1403 9060 0
 1 1404 destination 0
 1 9049 8629 1
 1 9049 8629 0
 1 9050 8629 1
 1 9050 8630 0
 1 9051 8629 1
 1 9051 8631 0
 1 9052 8630 1
 1 9052 8632 0
 1 9053 8631 1
 1 9053 8633 0
 1 9054 8632 1
 1 9054 8634 0
 1 9055 8633 1
 1 9055 8635 0
 1 9056 8634 1
 1 9056 8636 0
 1 9057 8635 1
 1 9057 8637 0
