param soc_lower_bound := 0.8;
param nLayers := 12;
param weight :=
 1 source 4273 0
 1 source 4274 0
 1 source 4275 0
 1 source 4276 0
 1 source 4277 0
 1 source 4278 0
 1 source 4279 0
 1 source 4280 0
 1 source 4281 0
 1 source 4282 0
 1 source 4283 0
 1 source 4284 0
 1 1 destination 0 
 1 2 destination 0 
 1 3 destination 0 
 1 4 destination 0 
 1 5 destination 0 
 1 6 destination 0 
 1 7 destination 0 
 1 8 destination 0 
 1 9 destination 0 
 1 10 destination 0 
 1 11 destination 0 
 1 12 destination 0 
 1 4273 7777 1
 1 4273 7777 0
 1 7777 493 1
 1 7777 494 0
 1 7778 493 1
 1 7778 495 0
 1 7779 493 1
 1 7779 496 0
 1 7780 493 1
 1 7780 497 0
 1 7781 493 1
 1 7781 498 0
 1 7782 493 1
 1 7782 499 0
 1 7783 493 1
 1 7783 500 0
 1 7784 494 1
 1 7784 501 0
 1 7785 495 1
 1 7785 502 0
 1 7786 496 1
 1 7786 503 0
 1 7787 497 1
 1 7787 504 0
 1 7788 destination 0
 1 493 877 1
 1 493 877 0
 1 494 877 1
 1 494 878 0
 1 495 877 1
 1 495 879 0
 1 496 877 1
 1 496 880 0
 1 497 878 1
 1 497 881 0
 1 498 879 1
 1 498 882 0
 1 499 880 1
 1 499 883 0
 1 500 881 1
 1 500 884 0
 1 501 882 1
 1 501 885 0
 1 502 883 1
 1 502 886 0
 1 503 884 1
 1 503 887 0
 1 504 destination 0
 1 877 3685 1
 1 877 3685 0
 1 878 3685 1
 1 878 3686 0
 1 879 3685 1
 1 879 3687 0
 1 880 3685 1
 1 880 3688 0
 1 881 3686 1
 1 881 3689 0
 1 882 3687 1
 1 882 3690 0
 1 883 3688 1
 1 883 3691 0
 1 884 3689 1
 1 884 3692 0
 1 885 3690 1
 1 885 3693 0
 1 886 3691 1
 1 886 3694 0
 1 887 3692 1
 1 887 3695 0
 1 888 destination 0
 1 3685 9709 1
 1 3685 9710 0
 1 3686 9709 1
 1 3686 9711 0
 1 3687 9709 1
 1 3687 9712 0
 1 3688 9709 1
 1 3688 9713 0
 1 3689 9709 1
 1 3689 9714 0
 1 3690 9709 1
 1 3690 9715 0
 1 3691 9709 1
 1 3691 9716 0
 1 3692 9710 1
 1 3692 9717 0
 1 3693 9711 1
 1 3693 9718 0
 1 3694 9712 1
 1 3694 9719 0
 1 3695 9713 1
 1 3695 9720 0
 1 3696 destination 0
 1 9709 9625 1
 1 9709 9626 0
 1 9710 9625 1
 1 9710 9627 0
 1 9711 9625 1
 1 9711 9628 0
 1 9712 9625 1
 1 9712 9629 0
 1 9713 9625 1
 1 9713 9630 0
 1 9714 9625 1
 1 9714 9631 0
 1 9715 9625 1
 1 9715 9632 0
 1 9716 9626 1
 1 9716 9633 0
 1 9717 9627 1
 1 9717 9634 0
 1 9718 9628 1
 1 9718 9635 0
 1 9719 9629 1
 1 9719 9636 0
 1 9720 destination 0
 1 9625 3181 1
 1 9625 3181 0
 1 9626 3181 1
 1 9626 3182 0
 1 9627 3181 1
 1 9627 3183 0
 1 9628 3181 1
 1 9628 3184 0
 1 9629 3182 1
 1 9629 3185 0
 1 9630 3183 1
 1 9630 3186 0
 1 9631 3184 1
 1 9631 3187 0
 1 9632 3185 1
 1 9632 3188 0
 1 9633 3186 1
 1 9633 3189 0
 1 9634 3187 1
 1 9634 3190 0
 1 9635 3188 1
 1 9635 3191 0
 1 9636 destination 0
 1 3181 5353 1
 1 3181 5353 0
 1 3182 5353 1
