param soc_lower_bound := 0.8;
param nLayers := 12;
param weight :=
 1 source 2365 0
 1 source 2366 0
 1 source 2367 0
 1 source 2368 0
 1 source 2369 0
 1 source 2370 0
 1 source 2371 0
 1 source 2372 0
 1 source 2373 0
 1 source 2374 0
 1 source 2375 0
 1 source 2376 0
 1 1 destination 0 
 1 2 destination 0 
 1 3 destination 0 
 1 4 destination 0 
 1 5 destination 0 
 1 6 destination 0 
 1 7 destination 0 
 1 8 destination 0 
 1 9 destination 0 
 1 10 destination 0 
 1 11 destination 0 
 1 12 destination 0 
 1 2365 8557 1
 1 2365 8558 0
 1 8557 709 1
 1 8557 710 0
 1 8558 709 1
 1 8558 711 0
 1 8559 709 1
 1 8559 712 0
 1 8560 709 1
 1 8560 713 0
 1 8561 709 1
 1 8561 714 0
 1 8562 709 1
 1 8562 715 0
 1 8563 710 1
 1 8563 716 0
 1 8564 711 1
 1 8564 717 0
 1 8565 712 1
 1 8565 718 0
 1 8566 713 1
 1 8566 719 0
 1 8567 714 1
 1 8567 720 0
 1 8568 destination 0
 1 709 61 1
 1 709 62 0
 1 710 61 1
 1 710 63 0
 1 711 61 1
 1 711 64 0
 1 712 61 1
 1 712 65 0
 1 713 61 1
 1 713 66 0
 1 714 62 1
 1 714 67 0
 1 715 63 1
 1 715 68 0
 1 716 64 1
 1 716 69 0
 1 717 65 1
 1 717 70 0
 1 718 66 1
 1 718 71 0
 1 719 67 1
 1 719 72 0
 1 720 destination 0
 1 61 6949 1
 1 61 6950 0
 1 62 6949 1
 1 62 6951 0
 1 63 6949 1
 1 63 6952 0
 1 64 6949 1
 1 64 6953 0
 1 65 6949 1
 1 65 6954 0
 1 66 6949 1
 1 66 6955 0
 1 67 6949 1
 1 67 6956 0
 1 68 6949 1
 1 68 6957 0
 1 69 6949 1
 1 69 6958 0
 1 70 6949 1
 1 70 6959 0
 1 71 6949 1
 1 71 6960 0
 1 72 destination 0
 1 6949 2053 1
 1 6949 2054 0
 1 6950 2053 1
 1 6950 2055 0
 1 6951 2053 1
 1 6951 2056 0
 1 6952 2053 1
 1 6952 2057 0
 1 6953 2053 1
 1 6953 2058 0
 1 6954 2053 1
 1 6954 2059 0
 1 6955 2053 1
 1 6955 2060 0
 1 6956 2053 1
 1 6956 2061 0
 1 6957 2053 1
 1 6957 2062 0
 1 6958 2053 1
 1 6958 2063 0
 1 6959 2054 1
 1 6959 2064 0
 1 6960 destination 0
 1 2053 2221 1
 1 2053 2223 0
 1 2054 2221 1
 1 2054 2224 0
 1 2055 2221 1
 1 2055 2225 0
 1 2056 2221 1
 1 2056 2226 0
 1 2057 2221 1
 1 2057 2227 0
 1 2058 2221 1
 1 2058 2228 0
 1 2059 2221 1
 1 2059 2229 0
 1 2060 2221 1
 1 2060 2230 0
 1 2061 2221 1
 1 2061 2231 0
 1 2062 2221 1
 1 2062 2232 0
 1 2063 2221 1
 1 2063 2232 0
 1 2064 destination 0
 1 2221 10825 1
 1 2221 10826 0
 1 2222 10825 1
 1 2222 10827 0
 1 2223 10825 1
 1 2223 10828 0
 1 2224 10825 1
 1 2224 10829 0
 1 2225 10825 1
 1 2225 10830 0
 1 2226 10825 1
 1 2226 10831 0
 1 2227 10825 1
 1 2227 10832 0
 1 2228 10825 1
 1 2228 10833 0
 1 2229 10826 1
 1 2229 10834 0
 1 2230 10827 1
 1 2230 10835 0
 1 2231 10828 1
 1 2231 10836 0
 1 2232 destination 0
 1 10825 1717 1
 1 10825 1721 0
 1 10826 1717 1
