param soc_lower_bound := 0.8;
param nLayers := 12;
param weight :=
 1 source 10921 0
 1 source 10922 0
 1 source 10923 0
 1 source 10924 0
 1 source 10925 0
 1 source 10926 0
 1 source 10927 0
 1 source 10928 0
 1 source 10929 0
 1 source 10930 0
 1 source 10931 0
 1 source 10932 0
 1 1 destination 0 
 1 2 destination 0 
 1 3 destination 0 
 1 4 destination 0 
 1 5 destination 0 
 1 6 destination 0 
 1 7 destination 0 
 1 8 destination 0 
 1 9 destination 0 
 1 10 destination 0 
 1 11 destination 0 
 1 12 destination 0 
 1 10921 2869 1
 1 10921 2869 0
 1 2869 9205 1
 1 2869 9205 0
 1 2870 9205 1
 1 2870 9206 0
 1 2871 9205 1
 1 2871 9207 0
 1 2872 9206 1
 1 2872 9208 0
 1 2873 9207 1
 1 2873 9209 0
 1 2874 9208 1
 1 2874 9210 0
 1 2875 9209 1
 1 2875 9211 0
 1 2876 9210 1
 1 2876 9212 0
 1 2877 9211 1
 1 2877 9213 0
 1 2878 9212 1
 1 2878 9214 0
 1 2879 9213 1
 1 2879 9215 0
 1 2880 destination 0
 1 9205 1645 1
 1 9205 1648 0
 1 9206 1645 1
 1 9206 1649 0
 1 9207 1645 1
 1 9207 1650 0
 1 9208 1645 1
 1 9208 1651 0
 1 9209 1645 1
 1 9209 1652 0
 1 9210 1645 1
 1 9210 1653 0
 1 9211 1645 1
 1 9211 1654 0
 1 9212 1645 1
 1 9212 1655 0
 1 9213 1645 1
 1 9213 1656 0
 1 9214 1645 1
 1 9214 1656 0
 1 9215 1645 1
 1 9215 1656 0
 1 9216 destination 0
 1 1645 4609 1
 1 1645 4611 0
 1 1646 4609 1
 1 1646 4612 0
 1 1647 4609 1
 1 1647 4613 0
 1 1648 4609 1
 1 1648 4614 0
 1 1649 4609 1
 1 1649 4615 0
 1 1650 4609 1
 1 1650 4616 0
 1 1651 4609 1
 1 1651 4617 0
 1 1652 4609 1
 1 1652 4618 0
 1 1653 4609 1
 1 1653 4619 0
 1 1654 4609 1
 1 1654 4620 0
 1 1655 4609 1
 1 1655 4620 0
 1 1656 destination 0
 1 4609 4993 1
 1 4609 4994 0
 1 4610 4993 1
 1 4610 4995 0
 1 4611 4993 1
 1 4611 4996 0
 1 4612 4993 1
 1 4612 4997 0
 1 4613 4993 1
 1 4613 4998 0
 1 4614 4993 1
 1 4614 4999 0
 1 4615 4993 1
 1 4615 5000 0
 1 4616 4993 1
 1 4616 5001 0
 1 4617 4994 1
 1 4617 5002 0
 1 4618 4995 1
 1 4618 5003 0
 1 4619 4996 1
 1 4619 5004 0
 1 4620 destination 0
 1 4993 8329 1
 1 4993 8330 0
 1 4994 8329 1
 1 4994 8331 0
 1 4995 8329 1
 1 4995 8332 0
 1 4996 8329 1
 1 4996 8333 0
 1 4997 8329 1
 1 4997 8334 0
 1 4998 8329 1
 1 4998 8335 0
 1 4999 8329 1
 1 4999 8336 0
 1 5000 8329 1
 1 5000 8337 0
 1 5001 8330 1
 1 5001 8338 0
 1 5002 8331 1
 1 5002 8339 0
 1 5003 8332 1
 1 5003 8340 0
 1 5004 destination 0
 1 8329 3853 1
 1 8329 3858 0
 1 8330 3853 1
 1 8330 3859 0
 1 8331 3853 1
 1 8331 3860 0
 1 8332 3853 1
 1 8332 3861 0
 1 8333 3853 1
 1 8333 3862 0
 1 8334 3853 1
 1 8334 3863 0
 1 8335 3853 1
 1 8335 3864 0
 1 8336 3853 1
 1 8336 3864 0
 1 8337 3853 1
 1 8337 3864 0
