param soc_lower_bound := 0.8;
param nLayers := 12;
param weight :=
 1 source 9013 0
 1 source 9014 0
 1 source 9015 0
 1 source 9016 0
 1 source 9017 0
 1 source 9018 0
 1 source 9019 0
 1 source 9020 0
 1 source 9021 0
 1 source 9022 0
 1 source 9023 0
 1 source 9024 0
 1 1 destination 0 
 1 2 destination 0 
 1 3 destination 0 
 1 4 destination 0 
 1 5 destination 0 
 1 6 destination 0 
 1 7 destination 0 
 1 8 destination 0 
 1 9 destination 0 
 1 10 destination 0 
 1 11 destination 0 
 1 12 destination 0 
 1 9013 8305 1
 1 9013 8307 0
 1 8305 3037 1
 1 8305 3038 0
 1 8306 3037 1
 1 8306 3039 0
 1 8307 3037 1
 1 8307 3040 0
 1 8308 3037 1
 1 8308 3041 0
 1 8309 3037 1
 1 8309 3042 0
 1 8310 3038 1
 1 8310 3043 0
 1 8311 3039 1
 1 8311 3044 0
 1 8312 3040 1
 1 8312 3045 0
 1 8313 3041 1
 1 8313 3046 0
 1 8314 3042 1
 1 8314 3047 0
 1 8315 3043 1
 1 8315 3048 0
 1 8316 destination 0
 1 3037 6985 1
 1 3037 6986 0
 1 3038 6985 1
 1 3038 6987 0
 1 3039 6985 1
 1 3039 6988 0
 1 3040 6985 1
 1 3040 6989 0
 1 3041 6985 1
 1 3041 6990 0
 1 3042 6985 1
 1 3042 6991 0
 1 3043 6985 1
 1 3043 6992 0
 1 3044 6985 1
 1 3044 6993 0
 1 3045 6985 1
 1 3045 6994 0
 1 3046 6986 1
 1 3046 6995 0
 1 3047 6987 1
 1 3047 6996 0
 1 3048 destination 0
 1 6985 8869 1
 1 6985 8870 0
 1 6986 8869 1
 1 6986 8871 0
 1 6987 8869 1
 1 6987 8872 0
 1 6988 8869 1
 1 6988 8873 0
 1 6989 8869 1
 1 6989 8874 0
 1 6990 8869 1
 1 6990 8875 0
 1 6991 8869 1
 1 6991 8876 0
 1 6992 8869 1
 1 6992 8877 0
 1 6993 8870 1
 1 6993 8878 0
 1 6994 8871 1
 1 6994 8879 0
 1 6995 8872 1
 1 6995 8880 0
 1 6996 destination 0
 1 8869 3925 1
 1 8869 3928 0
 1 8870 3925 1
 1 8870 3929 0
 1 8871 3925 1
 1 8871 3930 0
 1 8872 3925 1
 1 8872 3931 0
 1 8873 3925 1
 1 8873 3932 0
 1 8874 3925 1
 1 8874 3933 0
 1 8875 3925 1
 1 8875 3934 0
 1 8876 3925 1
 1 8876 3935 0
 1 8877 3925 1
 1 8877 3936 0
 1 8878 3925 1
 1 8878 3936 0
 1 8879 3925 1
 1 8879 3936 0
 1 8880 destination 0
 1 3925 7669 1
 1 3925 7670 0
 1 3926 7669 1
 1 3926 7671 0
 1 3927 7669 1
 1 3927 7672 0
 1 3928 7669 1
 1 3928 7673 0
 1 3929 7669 1
 1 3929 7674 0
 1 3930 7669 1
 1 3930 7675 0
 1 3931 7669 1
 1 3931 7676 0
 1 3932 7669 1
 1 3932 7677 0
 1 3933 7670 1
 1 3933 7678 0
 1 3934 7671 1
 1 3934 7679 0
 1 3935 7672 1
 1 3935 7680 0
 1 3936 destination 0
 1 7669 1393 1
 1 7669 1394 0
 1 7670 1393 1
 1 7670 1395 0
 1 7671 1393 1
 1 7671 1396 0
 1 7672 1393 1
 1 7672 1397 0
 1 7673 1393 1
 1 7673 1398 0
 1 7674 1393 1
 1 7674 1399 0
 1 7675 1393 1
 1 7675 1400 0
 1 7676 1393 1
 1 7676 1401 0
 1 7677 1393 1
 1 7677 1402 0
