param soc_lower_bound := 0.8;
param nLayers := 12;
param weight :=
 1 source 1729 0
 1 source 1730 0
 1 source 1731 0
 1 source 1732 0
 1 source 1733 0
 1 source 1734 0
 1 source 1735 0
 1 source 1736 0
 1 source 1737 0
 1 source 1738 0
 1 source 1739 0
 1 source 1740 0
 1 1 destination 0 
 1 2 destination 0 
 1 3 destination 0 
 1 4 destination 0 
 1 5 destination 0 
 1 6 destination 0 
 1 7 destination 0 
 1 8 destination 0 
 1 9 destination 0 
 1 10 destination 0 
 1 11 destination 0 
 1 12 destination 0 
 1 1729 5125 1
 1 1729 5126 0
 1 5125 1273 1
 1 5125 1274 0
 1 5126 1273 1
 1 5126 1275 0
 1 5127 1273 1
 1 5127 1276 0
 1 5128 1273 1
 1 5128 1277 0
 1 5129 1273 1
 1 5129 1278 0
 1 5130 1273 1
 1 5130 1279 0
 1 5131 1274 1
 1 5131 1280 0
 1 5132 1275 1
 1 5132 1281 0
 1 5133 1276 1
 1 5133 1282 0
 1 5134 1277 1
 1 5134 1283 0
 1 5135 1278 1
 1 5135 1284 0
 1 5136 destination 0
 1 1273 601 1
 1 1273 601 0
 1 1274 601 1
 1 1274 602 0
 1 1275 601 1
 1 1275 603 0
 1 1276 602 1
 1 1276 604 0
 1 1277 603 1
 1 1277 605 0
 1 1278 604 1
 1 1278 606 0
 1 1279 605 1
 1 1279 607 0
 1 1280 606 1
 1 1280 608 0
 1 1281 607 1
 1 1281 609 0
 1 1282 608 1
 1 1282 610 0
 1 1283 609 1
 1 1283 611 0
 1 1284 destination 0
 1 601 1117 1
 1 601 1120 0
 1 602 1117 1
 1 602 1121 0
 1 603 1117 1
 1 603 1122 0
 1 604 1117 1
 1 604 1123 0
 1 605 1117 1
 1 605 1124 0
 1 606 1117 1
 1 606 1125 0
 1 607 1117 1
 1 607 1126 0
 1 608 1117 1
 1 608 1127 0
 1 609 1117 1
 1 609 1128 0
 1 610 1117 1
 1 610 1128 0
 1 611 1117 1
 1 611 1128 0
 1 612 destination 0
 1 1117 3985 1
 1 1117 3986 0
 1 1118 3985 1
 1 1118 3987 0
 1 1119 3985 1
 1 1119 3988 0
 1 1120 3985 1
 1 1120 3989 0
 1 1121 3985 1
 1 1121 3990 0
 1 1122 3986 1
 1 1122 3991 0
 1 1123 3987 1
 1 1123 3992 0
 1 1124 3988 1
 1 1124 3993 0
 1 1125 3989 1
 1 1125 3994 0
 1 1126 3990 1
 1 1126 3995 0
 1 1127 3991 1
 1 1127 3996 0
 1 1128 destination 0
 1 3985 1393 1
 1 3985 1395 0
 1 3986 1393 1
 1 3986 1396 0
 1 3987 1393 1
 1 3987 1397 0
 1 3988 1393 1
 1 3988 1398 0
 1 3989 1393 1
 1 3989 1399 0
 1 3990 1393 1
 1 3990 1400 0
 1 3991 1393 1
 1 3991 1401 0
 1 3992 1393 1
 1 3992 1402 0
 1 3993 1393 1
 1 3993 1403 0
 1 3994 1393 1
 1 3994 1404 0
 1 3995 1394 1
 1 3995 1404 0
 1 3996 destination 0
 1 1393 9049 1
 1 1393 9052 0
 1 1394 9049 1
 1 1394 9053 0
 1 1395 9049 1
 1 1395 9054 0
 1 1396 9049 1
 1 1396 9055 0
 1 1397 9049 1
 1 1397 9056 0
 1 1398 9049 1
 1 1398 9057 0
 1 1399 9049 1
 1 1399 9058 0
 1 1400 9049 1
 1 1400 9059 0
 1 1401 9049 1
 1 1401 9060 0
 1 1402 9049 1
 1 1402 9060 0
 1 1403 9049 1
 1 1403 9060 0
