param soc_lower_bound := 0.8;
param nLayers := 12;
param weight :=
 1 source 10237 0
 1 source 10238 0
 1 source 10239 0
 1 source 10240 0
 1 source 10241 0
 1 source 10242 0
 1 source 10243 0
 1 source 10244 0
 1 source 10245 0
 1 source 10246 0
 1 source 10247 0
 1 source 10248 0
 1 1 destination 0 
 1 2 destination 0 
 1 3 destination 0 
 1 4 destination 0 
 1 5 destination 0 
 1 6 destination 0 
 1 7 destination 0 
 1 8 destination 0 
 1 9 destination 0 
 1 10 destination 0 
 1 11 destination 0 
 1 12 destination 0 
 1 10237 8989 1
 1 10237 8990 0
 1 8989 6613 1
 1 8989 6614 0
 1 8990 6613 1
 1 8990 6615 0
 1 8991 6613 1
 1 8991 6616 0
 1 8992 6613 1
 1 8992 6617 0
 1 8993 6613 1
 1 8993 6618 0
 1 8994 6613 1
 1 8994 6619 0
 1 8995 6613 1
 1 8995 6620 0
 1 8996 6614 1
 1 8996 6621 0
 1 8997 6615 1
 1 8997 6622 0
 1 8998 6616 1
 1 8998 6623 0
 1 8999 6617 1
 1 8999 6624 0
 1 9000 destination 0
 1 6613 2905 1
 1 6613 2905 0
 1 6614 2905 1
 1 6614 2906 0
 1 6615 2905 1
 1 6615 2907 0
 1 6616 2905 1
 1 6616 2908 0
 1 6617 2906 1
 1 6617 2909 0
 1 6618 2907 1
 1 6618 2910 0
 1 6619 2908 1
 1 6619 2911 0
 1 6620 2909 1
 1 6620 2912 0
 1 6621 2910 1
 1 6621 2913 0
 1 6622 2911 1
 1 6622 2914 0
 1 6623 2912 1
 1 6623 2915 0
 1 6624 destination 0
 1 2905 9505 1
 1 2905 9506 0
 1 2906 9505 1
 1 2906 9507 0
 1 2907 9505 1
 1 2907 9508 0
 1 2908 9505 1
 1 2908 9509 0
 1 2909 9505 1
 1 2909 9510 0
 1 2910 9505 1
 1 2910 9511 0
 1 2911 9505 1
 1 2911 9512 0
 1 2912 9505 1
 1 2912 9513 0
 1 2913 9506 1
 1 2913 9514 0
 1 2914 9507 1
 1 2914 9515 0
 1 2915 9508 1
 1 2915 9516 0
 1 2916 destination 0
 1 9505 1789 1
 1 9505 1790 0
 1 9506 1789 1
 1 9506 1791 0
 1 9507 1789 1
 1 9507 1792 0
 1 9508 1789 1
 1 9508 1793 0
 1 9509 1789 1
 1 9509 1794 0
 1 9510 1789 1
 1 9510 1795 0
 1 9511 1789 1
 1 9511 1796 0
 1 9512 1789 1
 1 9512 1797 0
 1 9513 1790 1
 1 9513 1798 0
 1 9514 1791 1
 1 9514 1799 0
 1 9515 1792 1
 1 9515 1800 0
 1 9516 destination 0
 1 1789 8101 1
 1 1789 8102 0
 1 1790 8101 1
 1 1790 8103 0
 1 1791 8101 1
 1 1791 8104 0
 1 1792 8101 1
 1 1792 8105 0
 1 1793 8101 1
 1 1793 8106 0
 1 1794 8101 1
 1 1794 8107 0
 1 1795 8102 1
 1 1795 8108 0
 1 1796 8103 1
 1 1796 8109 0
 1 1797 8104 1
 1 1797 8110 0
 1 1798 8105 1
 1 1798 8111 0
 1 1799 8106 1
 1 1799 8112 0
 1 1800 destination 0
 1 8101 6217 1
 1 8101 6219 0
 1 8102 6217 1
 1 8102 6220 0
 1 8103 6217 1
 1 8103 6221 0
 1 8104 6217 1
 1 8104 6222 0
 1 8105 6217 1
 1 8105 6223 0
 1 8106 6217 1
 1 8106 6224 0
 1 8107 6217 1
 1 8107 6225 0
 1 8108 6217 1
 1 8108 6226 0
 1 8109 6217 1
 1 8109 6227 0
