param soc_lower_bound := 0.8;
param nLayers := 12;
param weight :=
 1 source 8509 0
 1 source 8510 0
 1 source 8511 0
 1 source 8512 0
 1 source 8513 0
 1 source 8514 0
 1 source 8515 0
 1 source 8516 0
 1 source 8517 0
 1 source 8518 0
 1 source 8519 0
 1 source 8520 0
 1 1 destination 0 
 1 2 destination 0 
 1 3 destination 0 
 1 4 destination 0 
 1 5 destination 0 
 1 6 destination 0 
 1 7 destination 0 
 1 8 destination 0 
 1 9 destination 0 
 1 10 destination 0 
 1 11 destination 0 
 1 12 destination 0 
 1 8509 4681 1
 1 8509 4681 0
 1 4681 4417 1
 1 4681 4417 0
 1 4682 4417 1
 1 4682 4418 0
 1 4683 4417 1
 1 4683 4419 0
 1 4684 4417 1
 1 4684 4420 0
 1 4685 4418 1
 1 4685 4421 0
 1 4686 4419 1
 1 4686 4422 0
 1 4687 4420 1
 1 4687 4423 0
 1 4688 4421 1
 1 4688 4424 0
 1 4689 4422 1
 1 4689 4425 0
 1 4690 4423 1
 1 4690 4426 0
 1 4691 4424 1
 1 4691 4427 0
 1 4692 destination 0
 1 4417 10669 1
 1 4417 10670 0
 1 4418 10669 1
 1 4418 10671 0
 1 4419 10669 1
 1 4419 10672 0
 1 4420 10669 1
 1 4420 10673 0
 1 4421 10669 1
 1 4421 10674 0
 1 4422 10669 1
 1 4422 10675 0
 1 4423 10669 1
 1 4423 10676 0
 1 4424 10669 1
 1 4424 10677 0
 1 4425 10670 1
 1 4425 10678 0
 1 4426 10671 1
 1 4426 10679 0
 1 4427 10672 1
 1 4427 10680 0
 1 4428 destination 0
 1 10669 7501 1
 1 10669 7504 0
 1 10670 7501 1
 1 10670 7505 0
 1 10671 7501 1
 1 10671 7506 0
 1 10672 7501 1
 1 10672 7507 0
 1 10673 7501 1
 1 10673 7508 0
 1 10674 7501 1
 1 10674 7509 0
 1 10675 7501 1
 1 10675 7510 0
 1 10676 7501 1
 1 10676 7511 0
 1 10677 7501 1
 1 10677 7512 0
 1 10678 7501 1
 1 10678 7512 0
 1 10679 7501 1
 1 10679 7512 0
 1 10680 destination 0
 1 7501 193 1
 1 7501 194 0
 1 7502 193 1
 1 7502 195 0
 1 7503 193 1
 1 7503 196 0
 1 7504 193 1
 1 7504 197 0
 1 7505 193 1
 1 7505 198 0
 1 7506 193 1
 1 7506 199 0
 1 7507 193 1
 1 7507 200 0
 1 7508 193 1
 1 7508 201 0
 1 7509 194 1
 1 7509 202 0
 1 7510 195 1
 1 7510 203 0
 1 7511 196 1
 1 7511 204 0
 1 7512 destination 0
 1 193 73 1
 1 193 74 0
 1 194 73 1
 1 194 75 0
 1 195 73 1
 1 195 76 0
 1 196 73 1
 1 196 77 0
 1 197 73 1
 1 197 78 0
 1 198 73 1
 1 198 79 0
 1 199 73 1
 1 199 80 0
 1 200 73 1
 1 200 81 0
 1 201 74 1
 1 201 82 0
 1 202 75 1
 1 202 83 0
 1 203 76 1
 1 203 84 0
 1 204 destination 0
 1 73 2485 1
 1 73 2485 0
 1 74 2485 1
 1 74 2486 0
 1 75 2485 1
 1 75 2487 0
 1 76 2485 1
 1 76 2488 0
 1 77 2486 1
 1 77 2489 0
 1 78 2487 1
 1 78 2490 0
 1 79 2488 1
 1 79 2491 0
 1 80 2489 1
 1 80 2492 0
 1 81 2490 1
 1 81 2493 0
 1 82 2491 1
 1 82 2494 0
 1 83 2492 1
 1 83 2495 0
 1 84 destination 0
 1 2485 1045 1
 1 2485 1045 0
 1 2486 1045 1
