param soc_lower_bound := 0.8;
param nLayers := 12;
param weight :=
 1 source 8365 0
 1 source 8366 0
 1 source 8367 0
 1 source 8368 0
 1 source 8369 0
 1 source 8370 0
 1 source 8371 0
 1 source 8372 0
 1 source 8373 0
 1 source 8374 0
 1 source 8375 0
 1 source 8376 0
 1 1 destination 0 
 1 2 destination 0 
 1 3 destination 0 
 1 4 destination 0 
 1 5 destination 0 
 1 6 destination 0 
 1 7 destination 0 
 1 8 destination 0 
 1 9 destination 0 
 1 10 destination 0 
 1 11 destination 0 
 1 12 destination 0 
 1 8365 3841 1
 1 8365 3844 0
 1 3841 9793 1
 1 3841 9794 0
 1 3842 9793 1
 1 3842 9795 0
 1 3843 9793 1
 1 3843 9796 0
 1 3844 9793 1
 1 3844 9797 0
 1 3845 9793 1
 1 3845 9798 0
 1 3846 9793 1
 1 3846 9799 0
 1 3847 9794 1
 1 3847 9800 0
 1 3848 9795 1
 1 3848 9801 0
 1 3849 9796 1
 1 3849 9802 0
 1 3850 9797 1
 1 3850 9803 0
 1 3851 9798 1
 1 3851 9804 0
 1 3852 destination 0
 1 9793 9397 1
 1 9793 9398 0
 1 9794 9397 1
 1 9794 9399 0
 1 9795 9397 1
 1 9795 9400 0
 1 9796 9397 1
 1 9796 9401 0
 1 9797 9397 1
 1 9797 9402 0
 1 9798 9397 1
 1 9798 9403 0
 1 9799 9397 1
 1 9799 9404 0
 1 9800 9397 1
 1 9800 9405 0
 1 9801 9397 1
 1 9801 9406 0
 1 9802 9397 1
 1 9802 9407 0
 1 9803 9398 1
 1 9803 9408 0
 1 9804 destination 0
 1 9397 2233 1
 1 9397 2235 0
 1 9398 2233 1
 1 9398 2236 0
 1 9399 2233 1
 1 9399 2237 0
 1 9400 2233 1
 1 9400 2238 0
 1 9401 2233 1
 1 9401 2239 0
 1 9402 2233 1
 1 9402 2240 0
 1 9403 2233 1
 1 9403 2241 0
 1 9404 2233 1
 1 9404 2242 0
 1 9405 2233 1
 1 9405 2243 0
 1 9406 2233 1
 1 9406 2244 0
 1 9407 2233 1
 1 9407 2244 0
 1 9408 destination 0
 1 2233 3925 1
 1 2233 3926 0
 1 2234 3925 1
 1 2234 3927 0
 1 2235 3925 1
 1 2235 3928 0
 1 2236 3925 1
 1 2236 3929 0
 1 2237 3925 1
 1 2237 3930 0
 1 2238 3925 1
 1 2238 3931 0
 1 2239 3925 1
 1 2239 3932 0
 1 2240 3925 1
 1 2240 3933 0
 1 2241 3926 1
 1 2241 3934 0
 1 2242 3927 1
 1 2242 3935 0
 1 2243 3928 1
 1 2243 3936 0
 1 2244 destination 0
 1 3925 7669 1
 1 3925 7670 0
 1 3926 7669 1
 1 3926 7671 0
 1 3927 7669 1
 1 3927 7672 0
 1 3928 7669 1
 1 3928 7673 0
 1 3929 7669 1
 1 3929 7674 0
 1 3930 7669 1
 1 3930 7675 0
 1 3931 7669 1
 1 3931 7676 0
 1 3932 7669 1
 1 3932 7677 0
 1 3933 7670 1
 1 3933 7678 0
 1 3934 7671 1
 1 3934 7679 0
 1 3935 7672 1
 1 3935 7680 0
 1 3936 destination 0
 1 7669 1645 1
 1 7669 1646 0
 1 7670 1645 1
 1 7670 1647 0
 1 7671 1645 1
 1 7671 1648 0
 1 7672 1645 1
 1 7672 1649 0
 1 7673 1645 1
 1 7673 1650 0
 1 7674 1645 1
 1 7674 1651 0
 1 7675 1645 1
 1 7675 1652 0
 1 7676 1645 1
 1 7676 1653 0
 1 7677 1645 1
 1 7677 1654 0
